"loc02_id";"loc02_loc01_id";"loc02_nam";"loc02_code";"x";"y"
0;0;"unbekannt";"0";0;0
94;39;"SVERIGE";"SE";3896895.2812;6986152.80361
95;40;"SLOVENSKA REPUBLIKA";"SK";4271187.21488;5449829.24336
96;41;"SLOVENIJA";"SL";3949629.12588;5125023.65356
97;42;"SAN MARINO";"SM";3777610.40823;4873066.36967
98;43;"TÜRKIYE";"TR";5779487.29721;4666175.652
99;44;"UKRAINA";"UA";5131232.65671;5678271.60211
100;45;"NORTH";"UK1";2767587.3513;6135315.25719
101;45;"YORKSHIRE AND HUMBERSIDE";"UK2";2829824.30545;6030148.6658
102;45;"EAST MIDLANDS";"UK3";2841131.82098;5910927.91378
103;45;"EAST ANGLIA";"UK4";2938313.05044;5845422.22491
104;45;"SOUTH EAST";"UK5";2850948.99501;5740771.72945
105;45;"SOUTH WEST";"UK6";2649587.85915;5722103.02573
106;45;"WEST MIDLANDS";"UK7";2735430.94255;5875836.58861
107;45;"NORTH WEST";"UK8";2735476.22859;5997434.94818
108;45;"WALES";"UK9";2631845.03417;5877562.80125
109;45;"SCOTLAND";"UKA";2698168.37046;6378802.13787
110;45;"NORTHERN IRELAND";"UKB";2490505.4879;6166795.28071
1;1;"ANDORRA";"AD";2891056.68175;4740239.1007
2;2;"SHQIPERI";"AL";4429959.34308;4615607.4152
3;3;"OSTÖSTERREICH";"AT1";4012641.07581;5357657.37103
4;3;"SÜDÖSTERREICH";"AT2";3926003.75491;5231862.21348
5;3;"WESTÖSTERREICH";"AT3";3769466.47873;5276411.03368
6;4;"REG. BRUXELLES-CAP.";"BE1";3174482.94535;5643742.29296
7;4;"VLAAMS GEWEST";"BE2";3166497.32222;5666574.97095
8;4;"REGION WALLONNE";"BE3";3215855.66776;5582868.78894
9;5;"BULGARIJA";"BG";4830896.37833;4865488.75141
10;6;"BOSNA I HERCEGOVINA";"BH";4202059.38837;4930950.23598
11;7;"BELARUS";"BY";4755642.66525;6105036.49349
12;8;"NORDOSTSCHWEIZ";"CH01";3500887.38425;5243881.67639
13;8;"NORDWESTSCHWEIZ-BERN";"CH02";3402498.88516;5207985.04234
14;8;"SÜDSCHWEIZ";"CH03";3483275.9029;5144250.2717
15;8;"WESTSCHWEIZ";"CH04";3334345.33364;5181920.73407
16;8;"ZENTRALSCHWEIZ";"CH05";3455817.52847;5203337.36934
17;9;"CYPRUS";"CY";5732309.16099;4160673.72509
18;10;"CESKA REPUBLIKA";"CZ";3956129.56684;5530560.11778
19;11;"BADEN-WÜRTTEMBERG";"DE1";3503585.94725;5378668.00978
20;11;"BAYERN";"DE2";3677288.98309;5426147.469
21;11;"BERLIN";"DE3";3798932.70803;5827777.73782
22;11;"BRANDENBURG";"DE4";3798788.015;5824595.32061
23;11;"BREMEN";"DE5";3483474.92896;5894987.88042
24;11;"HAMBURG";"DE6";3567492.52532;5935524.20974
25;11;"HESSEN";"DE7";3502250.31712;5607503.49238
26;11;"MECKLENBURG-VORPOMMERN";"DE8";3733150.94531;5963656.18589
27;11;"NIEDERSACHSEN";"DE9";3511045.1794;5847932.49733
28;11;"NORDRHEIN-WESTFALEN";"DEA";3400234.66886;5705810.90048
29;11;"RHEINLAND-PFALZ";"DEB";3388621.64369;5531936.95193
30;11;"SAARLAND";"DEC";3351796.72085;5474280.5772
31;11;"SACHSEN";"DED";3804747.50272;5666453.50031
32;11;"SACHSEN-ANHALT";"DEE";3685382.48813;5767720.82513
33;11;"SCHLESWIG-HOLSTEIN";"DEF";3553320.81469;6006342.38332
34;11;"THÜRINGEN";"DEG";3642728.84957;5642868.6404
35;12;"DANMARK";"DK";3565849.05027;6203712.4059
36;13;"NOROESTE";"ES1";2194185.75156;4881911.88433
37;13;"NORESTE";"ES2";2658744.41375;4691812.5064
38;13;"COMUNIDAD DE MADRID";"ES3";2421251.36619;4563864.3142
39;13;"CENTRO";"ES4";2363861.49898;4570914.04523
40;13;"ESTE";"ES5";2811682.05769;4541744.18171
41;13;"SUR";"ES6";2328557.89464;4239089.64443
42;13;"CANARIAS";"ES7";1042446.05355;3413411.31587
43;14;"EESTI";"EW";4450986.28348;6623228.25479
44;15;"MANNER-SUOMI";"FI1";4322279.23619;7268674.17366
45;15;"AHVENANMAA/ALAND";"FI2";4113082.77708;6728205.11666
46;16;"FÜRSTENTUM LIECHTENSTEIN";"FL";3541702.35122;5222651.42793
47;17;"ILE DE FRANCE";"FR1";3021317.64497;5417749.17667
48;17;"BASSIN PARISIEN";"FR2";3020212.6877;5371142.12756
49;17;"NORD-PAS-DE-CALAIS";"FR3";3053101.37436;5613146.18916
50;17;"EST";"FR4";3303153.39907;5340668.61524
51;17;"OUEST";"FR5";2723435.36247;5293716.24331
52;17;"SUD-OUEST";"FR6";2849098.03597;4944650.37228
53;17;"CENTRE-EST";"FR7";3150567.22378;5051465.59316
54;17;"MEDITERRANEE";"FR8";3199993.15;4834969.42219
55;18;"VOREIA ELLADA";"GR1";4695412.36745;4578890.91897
56;18;"KENTRIKI ELLADA";"GR2";4639125.29343;4328005.23344
57;18;"ATTIKI";"GR3";4788978.37917;4288916.63533
58;18;"NISIA AIGAIOU";"GR4";4990709.38777;4170974.50324
59;19;"MAGYARORSZAG";"H";4289115.07876;5278102.9618
60;20;"HRAVATSKA";"HR";4084365.10243;5015296.34369
61;21;"IRELAND";"IE";2358845.43013;6032103.55365
62;22;"ISLAND";"IS";2229967.97376;7494204.16965
63;23;"NORD OVEST";"IT1";3420609.44901;4984915.29176
64;23;"LOMBARDIA";"IT2";3559943.36246;5053662.15212
65;23;"NORD EST";"IT3";3723945.5255;5102725.04749
66;23;"EMILIA-ROMAGNA";"IT4";3660731.4745;4934714.22243
67;23;"CENTRO";"IT5";3732875.10172;4803226.11085
68;23;"LAZIO";"IT6";3812280.23222;4656065.91791
69;23;"ABRUZZO-MOLISE";"IT7";3919885.00287;4671721.71089
70;23;"CAMPANIA";"IT8";3992278.4938;4541217.20171
71;23;"SUD";"IT9";4130713.95177;4481092.96487
72;23;"SICILIA";"ITA";3954533.86405;4174454.48084
73;23;"SARDEGNA";"ITB";3502602.95374;4438871.3947
74;24;"LIETUVA";"LT";4441561.25359;6235648.47167
75;25;"LUXEMBOURG (GRAND-DUCHE)";"LU";3291022.99116;5519469.96262
76;26;"LATVIJA";"LV";4466523.17971;6416524.42053
77;27;"MALTA";"M";3987929.49586;3986860.77927
78;28;"MONACO";"MC";3373224.29733;4846418.32144
79;29;"MAKEDONIJA";"MK";4560199.30893;4686022.75529
80;30;"MOLDOVIA";"MO";4972118.25619;5416252.27328
81;31;"CRNA GORA";"MT";4337156.7602;4789248.65977
82;32;"NORGE";"N";3748632.72631;7162292.22593
83;33;"NOORD-NEDERLAND";"NL1";3321651.93081;5884146.53692
84;33;"OOST-NEDERLAND";"NL2";3299542.82257;5795834.10463
85;33;"WEST-NEDERLAND";"NL3";3196016.12581;5778018.66713
86;33;"ZUID-NEDERLAND";"NL4";3251760.37611;5707829.65722
87;34;"POLSKA";"PL";4211434.73892;5827734.97745
91;36;"ROMANIA";"RO";4739957.68293;5203608.50051
92;37;"ROSSIJA";"RU";4695001.57619;6778153.02215
93;38;"SRBIJA";"SB";4446825.23991;4944700.84235
88;35;"CONTINENTE";"PT1";2043208.92313;4535364.64329
89;35;"ACORES";"PT2";288378.624046;4928084.00368
90;35;"MADEIRA";"PT3";1034447.26777;3940509.34644
