"s_klassen_id";"s_klasse";"s_code";"s_name";"s_bem"
473;"Ausrichtung";"NO";"45";"None"
474;"Ausrichtung";"NON";"67,5";"None"
475;"Ausrichtung";"O";"90";"None"
476;"Ausrichtung";"OSO";"112,5";"None"
477;"Ausrichtung";"SO";"135";"None"
478;"Ausrichtung";"SSO";"157,5";"None"
479;"Ausrichtung";"S";"180";"None"
480;"Ausrichtung";"SSW";"202,5";"None"
481;"Ausrichtung";"SW";"225";"None"
482;"Ausrichtung";"WSW";"247,5";"None"
483;"Ausrichtung";"W";"270";"None"
484;"Ausrichtung";"WNW";"292,5";"None"
485;"Ausrichtung";"NW";"315";"None"
486;"Ausrichtung";"NNW";"337,5";"None"
491;"Lage im Hügel";"0";"None";"None"
302;"Auffindungsursache";"oz";"Oberlächenfunde: Zufallsfund";"None"
304;"Auffindungsursache";"ol";"Oberlächenfunde: Luftbild";"None"
306;"Auffindungsursache";"A";"Aufschluss";"None"
308;"Auffindungsursache";"al";"Aufschluss: lineares Projekt";"None"
307;"Auffindungsursache";"ab";"Aufschluss: Baumaßnahmen";"None"
309;"Auffindungsursache";"ae";"Aufschluss: Erosion";"None"
500;"Phase";"primär";"Primärbestattung";"None"
501;"Phase";"nach";"Nachbestattung";"None"
502;"Phase";"unbekannt";"unbekannt";"None"
503;"Phase";"0";"None";"None"
504;"Phase";"0";"None";"None"
505;"Phase";"0";"None";"None"
506;"Phase";"0";"None";"None"
507;"Phase";"0";"None";"None"
508;"Phase";"0";"None";"None"
509;"Phase";"0";"None";"None"
510;"Geschlecht";"männlich";"männlich";"None"
511;"Geschlecht";"männlich?";"männlich?";"None"
512;"Geschlecht";"weiblich";"weiblich";"None"
513;"Geschlecht";"weiblich?";"weiblich?";"None"
514;"Geschlecht";"unbest";"unbestimmt";"None"
515;"Geschlecht";"0";"None";"None"
516;"Geschlecht";"0";"None";"None"
517;"Geschlecht";"0";"None";"None"
518;"Geschlecht";"0";"None";"None"
519;"Geschlecht";"0";"None";"None"
520;"Alter";"Kind/Infans (1-13)";"Kind/Infans (1-13)";"None"
521;"Alter";"Kind/InfansI (1-6)";"Kind/InfansI (1-6)";"None"
522;"Alter";"Kind/InfansII (7-13)";"Kind/InfansII (7-13)";"None"
523;"Alter";"Jugentlich/Juvenil (14-20)";"Jugentlich/Juvenil (14-20)";"None"
524;"Alter";"Erwachsen (>20)";"Erwachsen (>20)";"None"
525;"Alter";"Adult (2140)";"Adult (21-40)";"None"
526;"Alter";"Frühadult (21-30)";"Frühadult (21-30)";"None"
527;"Alter";"Spätadult (31-40)";"Spätadult (31-40)";"None"
528;"Alter";"Matur (41-60)";"Matur (41-60)";"None"
529;"Alter";"Frühmatur (41-50)";"Frühmatur (41-50)";"None"
530;"Alter";"Spätmatur (51-60)";"Spätmatur (51-60)";"None"
531;"Alter";"Senil (>60)";"Senil (>60)";"None"
532;"Alter";"ungeboren (0)";"ungeboren (0)";"None"
533;"Alter";"Neonatus (0-1)";"Neonatus (0-1)";"None"
534;"Alter";"unbekannt";"unbekannt";"None"
535;"Alter";"0";"None";"None"
536;"Alter";"0";"None";"None"
537;"Alter";"0";"None";"None"
538;"Alter";"0";"None";"None"
539;"Alter";"0";"None";"None"
540;"Alter";"0";"None";"None"
541;"Alter";"0";"None";"None"
542;"Alter";"0";"None";"None"
543;"Alter";"0";"None";"None"
544;"Alter";"0";"None";"None"
545;"Alter";"0";"None";"None"
546;"Alter";"0";"None";"None"
547;"Alter";"0";"None";"None"
548;"Alter";"0";"None";"None"
549;"Alter";"0";"None";"None"
550;"Ritus";"k";"Körpergrab";"None"
551;"Ritus";"kr";"Körpergrab, gestreckteRückenlage";"None"
552;"Ritus";"khl";"Körpergrab, Hockergrab";"None"
553;"Ritus";"khl";"Körpergrab, Hockergrab,links";"None"
554;"Ritus";"hkhr";"Körpergrab, Hockergrab,rechts";"None"
555;"Ritus";"b";"Brandgrab";"None"
556;"Ritus";"bu";"Brandgrab, Urne";"None"
557;"Ritus";"bb";"Brandgrab, Brandschüttungsgrab";"None"
558;"Ritus";"bs";"Brandgrab, Scheiterhaufen";"None"
559;"Ritus";"S";"Sonstiges";"None"
560;"Ritus";"u";"unbekannt";"None"
561;"Ritus";"0";"None";"None"
562;"Ritus";"0";"None";"None"
563;"Ritus";"0";"None";"None"
564;"Ritus";"0";"None";"None"
565;"Ritus";"0";"None";"None"
566;"Ritus";"0";"None";"None"
567;"Ritus";"0";"None";"None"
568;"Ritus";"0";"None";"None"
569;"Ritus";"0";"None";"None"
570;"Ritus";"0";"None";"None"
571;"Ritus";"0";"None";"None"
572;"Ritus";"0";"None";"None"
573;"Ritus";"0";"None";"None"
574;"Ritus";"0";"None";"None"
575;"Ritus";"0";"None";"None"
576;"Ritus";"0";"None";"None"
577;"Ritus";"0";"None";"None"
578;"Ritus";"0";"None";"None"
579;"Ritus";"0";"None";"None"
580;"Datierungskorrektur";"auto";"automatische Datierungskorrektur (Funktion)";"None"
581;"Datierungskorrektur";"manuell";"manuelle Datierungskorrektur (Formular)";"None"
582;"Datierungskorrektur";"keine";"keine Datierungskorrektur (nicht geschl. Funde)";"None"
583;"Datierungskorrektur";"0";"None";"None"
584;"Datierungskorrektur";"0";"None";"None"
585;"Datierungskorrektur";"0";"None";"None"
586;"Datierungskorrektur";"0";"None";"None"
587;"Datierungskorrektur";"0";"None";"None"
588;"Datierungskorrektur";"0";"None";"None"
589;"Datierungskorrektur";"None";"None";"None"
590;"Export";"v_loc06_alle";"v_loc06_alle";"None"
591;"Export";"v_loc06_aktuell";"v_loc06_aktuell";"None"
592;"Export";"v_loc07_alle";"v_loc07_alle";"None"
593;"Export";"v_loc07_aktuell";"v_loc07_aktuell";"None"
594;"Export";"v_loc08_alle";"v_loc08_alle";"None"
595;"Export";"v_loc08_aktuell";"v_loc08_aktuell";"None"
596;"Export";"v_loc09_alle";"v_loc09_alle";"None"
597;"Export";"v_loc09_aktuell";"v_loc09_aktuell";"None"
598;"Export";"v_loc10_alle";"v_loc10_alle";"None"
599;"Export";"v_loc10_aktuell";"v_loc10_aktuell";"None"
600;"Export";"v_loc06_aktuell_exp";"v_loc06_aktuell_exp";"None"
601;"Export";"v_loc07_aktuell_exp";"v_loc07_aktuell_exp";"None"
602;"Export";"v_loc08_alle_exp";"v_loc08_alle_exp";"None"
603;"Export";"v_loc08_aktuell_exp";"v_loc08_aktuell_exp";"None"
604;"Export";"v_loc09_alle_exp";"v_loc09_alle_exp";"None"
605;"Export";"v_loc09_aktuell_exp";"v_loc09_aktuell_exp";"None"
606;"Export";"v_fs_info_aktuell";"v_fs_info_aktuell";"None"
607;"Export";"v_denkmal_aktuell_exp";"v_denkmal_aktuell_exp";"None"
608;"Export";"v_naturraum_aktuell";"v_naturraum_aktuell";"None"
609;"Export";"v_siedl_einheit_alle";"v_siedl_einheit_alle";"None"
610;"Export";"v_siedl_einheit_aktuell";"v_siedl_einheit_aktuell";"None"
611;"Export";"v_huegel_alle";"v_huegel_alle";"None"
612;"Export";"v_huegel_aktuell";"v_huegel_aktuell";"None"
613;"Export";"v_siedl_element_alle";"v_siedl_element_alle";"None"
614;"Export";"v_siedl_element_aktuell";"v_siedl_element_aktuell";"None"
615;"Export";"v_grab_aktuell";"v_grab_aktuell";"None"
616;"Export";"v_thes_d";"v_thes_d";"None"
617;"Export";"v_shkr.thes_s";"v_shkr.thes_s";"None"
618;"Export";"v_typ_gruppe";"v_typ_gruppe";"None"
619;"Export";"v_zutun";"v_zutun";"None"
620;"Export";"v_merkmale";"v_merkmale";"None"
621;"Export";"v_fundstellenzahl";"v_fundstellenzahl";"None"
622;"Export";"v_fundstellenjekreis";"v_fundstellenjekreis";"None"
623;"Export";"v_objektezahl";"v_objektezahl";"None"
624;"Export";"v_objektejekreis";"v_objektejekreis";"None"
625;"Export";"v_komplexezahl";"v_komplexezahl";"None"
626;"Export";"v_schichtenzahl";"v_schichtenzahl";"None"
627;"Export";"v_schichtenjekreis";"v_schichtenjekreis";"None"
628;"Export";"v_fundzahl";"v_fundzahl";"None"
629;"Export";"v_fundejekreis";"v_fundejekreis";"None"
630;"Export";"v_fundejetyp";"v_fundejetyp";"None"
631;"Export";"v_funde_tg";"v_funde_tg";"None"
632;"Export";"0";"None";"None"
633;"Export";"0";"None";"None"
634;"Export";"0";"None";"None"
635;"Export";"0";"None";"None"
636;"Export";"0";"None";"None"
637;"Export";"0";"None";"None"
638;"Export";"0";"None";"None"
639;"Export";"0";"None";"None"
640;"Export";"0";"None";"None"
641;"Export";"0";"None";"None"
642;"Export";"0";"None";"None"
643;"Export";"0";"None";"None"
644;"Export";"0";"None";"None"
645;"Export";"0";"None";"None"
646;"Export";"0";"None";"None"
647;"Export";"0";"None";"None"
648;"Export";"0";"None";"None"
649;"Export";"0";"None";"None"
650;"Export";"0";"None";"None"
651;"Export";"0";"None";"None"
652;"Export";"0";"None";"None"
653;"Export";"0";"None";"None"
654;"Export";"0";"None";"None"
655;"Export";"0";"None";"None"
656;"Export";"0";"None";"None"
657;"Export";"0";"None";"None"
658;"Export";"0";"None";"None"
659;"Export";"0";"None";"None"
660;"Export";"0";"None";"None"
661;"Export";"0";"None";"None"
662;"Export";"0";"None";"None"
663;"Export";"0";"None";"None"
664;"Export";"0";"None";"None"
665;"Export";"0";"None";"None"
666;"Export";"0";"None";"None"
667;"Export";"0";"None";"None"
668;"Export";"0";"None";"None"
669;"Export";"0";"None";"None"
670;"Export";"0";"None";"None"
671;"Export";"0";"None";"None"
672;"Export";"0";"None";"None"
673;"Export";"0";"None";"None"
674;"Export";"0";"None";"None"
675;"Export";"0";"None";"None"
676;"Export";"0";"None";"None"
677;"Export";"0";"None";"None"
678;"Export";"0";"None";"None"
679;"Export";"0";"None";"None"
680;"Export";"0";"None";"None"
681;"Export";"0";"None";"None"
682;"Export";"0";"None";"None"
683;"Export";"0";"None";"None"
684;"Export";"0";"None";"None"
685;"Export";"0";"None";"None"
686;"Export";"0";"None";"None"
687;"Export";"0";"None";"None"
688;"Export";"0";"None";"None"
689;"Export";"0";"None";"None"
690;"Export";"0";"None";"None"
691;"Export";"0";"None";"None"
692;"Export";"0";"None";"None"
693;"Export";"0";"None";"None"
694;"Export";"0";"None";"None"
695;"Export";"0";"None";"None"
696;"Export";"0";"None";"None"
697;"Export";"0";"None";"None"
698;"Export";"0";"None";"None"
699;"Export";"0";"None";"None"
700;"FilteroperationenB";"0";"B auf wahr";"None"
701;"FilteroperationenB";"0";"B auf falsch";"None"
702;"FilteroperationenB";"0";"B zutreffende Feldwerte als wahr hinzufügen";"None"
703;"FilteroperationenB";"0";"B = A (A nach B einlesen)";"None"
704;"FilteroperationenB";"0";"B = A einer anderen Tabelle wenn mindestens ein true in dieser vorliegt";"None"
705;"FilteroperationenB";"0";"B = A einer anderen Tabelle wenn alle true";"None"
706;"FilteroperationenB";"0";"None";"None"
707;"FilteroperationenB";"0";"None";"None"
708;"FilteroperationenB";"0";"None";"None"
709;"FilteroperationenB";"0";"None";"None"
710;"FilteroperationenB";"0";"None";"None"
711;"FilteroperationenB";"0";"None";"None"
712;"FilteroperationenB";"0";"None";"None"
713;"FilteroperationenB";"0";"None";"None"
714;"FilteroperationenB";"0";"None";"None"
715;"FilteroperationenB";"0";"None";"None"
716;"FilteroperationenB";"0";"None";"None"
717;"FilteroperationenB";"0";"None";"None"
718;"FilteroperationenB";"0";"None";"None"
719;"FilteroperationenB";"0";"None";"None"
720;"FilteroperationenB";"0";"None";"None"
721;"FilteroperationenB";"0";"None";"None"
722;"FilteroperationenB";"0";"None";"None"
723;"FilteroperationenB";"0";"None";"None"
724;"FilteroperationenB";"0";"None";"None"
725;"FilteroperationenB";"0";"None";"None"
726;"FilteroperationenB";"0";"None";"None"
727;"FilteroperationenB";"0";"None";"None"
728;"FilteroperationenB";"0";"None";"None"
729;"FilteroperationenB";"0";"None";"None"
730;"FilteroperationenA";"0";"A = B (B nach A übernehmen)";"None"
731;"FilteroperationenA";"0";"A = A and B (Schnittmenge)";"None"
732;"FilteroperationenA";"0";"A = A or B (Vereinigungsmenge)";"None"
733;"FilteroperationenA";"0";"A = A - B (A ohne B)";"None"
734;"FilteroperationenA";"0";"A = B - A (B ohne A)";"None"
735;"FilteroperationenA";"0";"A = not B (Invertierung von B)";"None"
736;"FilteroperationenA";"0";"A = not A (Invertierung von A)";"None"
737;"FilteroperationenA";"0";"None";"None"
738;"FilteroperationenA";"0";"None";"None"
739;"FilteroperationenA";"0";"None";"None"
740;"FilteroperationenA";"0";"None";"None"
741;"FilteroperationenA";"0";"None";"None"
742;"FilteroperationenA";"0";"None";"None"
743;"FilteroperationenA";"0";"None";"None"
744;"FilteroperationenA";"0";"None";"None"
745;"FilteroperationenA";"0";"None";"None"
746;"FilteroperationenA";"0";"None";"None"
747;"FilteroperationenA";"0";"None";"None"
748;"FilteroperationenA";"0";"None";"None"
749;"FilteroperationenA";"0";"None";"None"
750;"FilteroperationenA";"0";"None";"None"
751;"FilteroperationenA";"0";"None";"None"
752;"FilteroperationenA";"0";"None";"None"
753;"FilteroperationenA";"0";"None";"None"
754;"FilteroperationenA";"0";"None";"None"
755;"FilteroperationenA";"0";"None";"None"
756;"FilteroperationenA";"0";"None";"None"
757;"FilteroperationenA";"0";"None";"None"
758;"FilteroperationenA";"0";"None";"None"
759;"FilteroperationenA";"0";"None";"None"
760;"Stand der Arbeiten";"0keine";"keine Daten erfasst";"None"
761;"Stand der Arbeiten";"1ppb";"Papierkatalog begonnen";"None"
762;"Stand der Arbeiten";"2ppa";"Papierkatalog abgeschlossen";"None"
763;"Stand der Arbeiten";"3ddb";"digitale Datenerfassung begonnen";"None"
764;"Stand der Arbeiten";"4dda";"digitale Datenerfassung abgeschlossen";"None"
765;"Stand der Arbeiten";"5dob";"Datenoptimierung begonnen";"None"
766;"Stand der Arbeiten";"6doa";"Datenoptimierung abgeschlossen";"None"
767;"Stand der Arbeiten";"7eb";"Ergänzung begonnen";"None"
768;"Stand der Arbeiten";"8ea";"Ergänzung abgeschlossen";"None"
769;"Stand der Arbeiten";"0";"None";"None"
770;"Stand der Arbeiten";"0";"None";"None"
771;"Stand der Arbeiten";"0";"None";"None"
772;"Stand der Arbeiten";"0";"None";"None"
773;"Stand der Arbeiten";"0";"None";"None"
774;"Stand der Arbeiten";"0";"None";"None"
775;"Stand der Arbeiten";"0";"None";"None"
776;"Stand der Arbeiten";"0";"None";"None"
777;"Stand der Arbeiten";"0";"None";"None"
778;"Stand der Arbeiten";"0";"None";"None"
779;"Stand der Arbeiten";"0";"None";"None"
780;"Funktionen";"SELECT * FROM shkr.loc_0105_red";"loc_0105_red";"None"
781;"Funktionen";"SELECT * FROM shkr.v_loc06_alle";"v_loc06_alle";"None"
782;"Funktionen";"SELECT * FROM shkr.v_loc06_aktuell";"v_loc06_aktuell";"None"
783;"Funktionen";"SELECT * FROM shkr.v_loc07_alle";"v_loc07_alle";"None"
784;"Funktionen";"SELECT * FROM shkr.v_loc07_aktuell";"v_loc07_aktuell";"None"
785;"Funktionen";"SELECT * FROM shkr.v_loc08_alle";"v_loc08_alle";"None"
786;"Funktionen";"SELECT * FROM shkr.v_loc08_aktuell";"v_loc08_aktuell";"None"
787;"Funktionen";"SELECT * FROM shkr.v_loc09_alle";"v_loc09_alle";"None"
788;"Funktionen";"SELECT * FROM shkr.v_loc09_aktuell";"v_loc09_aktuell";"None"
789;"Funktionen";"SELECT * FROM shkr.v_loc10_alle";"v_loc10_alle";"None"
790;"Funktionen";"SELECT * FROM shkr.v_loc10_aktuell";"v_loc10_aktuell";"None"
791;"Funktionen";"SELECT * FROM shkr.v_thes_fundstellenart";"v_thes_fundstellenart";"None"
792;"Funktionen";"SELECT * FROM shkr.v_thes_dats_alt";"v_thes_dats_alt";"None"
793;"Funktionen";"SELECT * FROM shkr.v_thes_objekttyp";"v_thes_objekttyp";"None"
794;"Funktionen";"SELECT * FROM shkr.v_thes_komplextyp";"v_thes_komplextyp";"None"
795;"Funktionen";"SELECT * FROM shkr.v_thes_komplexqualitaet";"v_thes_komplexqualitaet";"None"
796;"Funktionen";"SELECT * FROM shkr.v_shkr.thes_schichttyp";"v_shkr.thes_schichttyp";"None"
797;"Funktionen";"SELECT * FROM shkr.v_thes_erhaltung";"v_thes_erhaltung";"None"
798;"Funktionen";"SELECT * FROM shkr.v_shkr.thes_sichtbarkeit";"v_shkr.thes_sichtbarkeit";"None"
799;"Funktionen";"SELECT * FROM shkr.v_thes_zugang";"v_thes_zugang";"None"
800;"Funktionen";"SELECT * FROM shkr.v_thes_findursache";"v_thes_findursache";"None"
801;"Funktionen";"SELECT * FROM shkr.v_thes_lokalisationsqualitaet";"v_thes_lokalisationsqualitaet";"None"
802;"Funktionen";"SELECT * FROM shkr.v_thes_dokqualitaet";"v_thes_dokqualitaet";"None"
803;"Funktionen";"SELECT * FROM shkr.v_thes_huegelform";"v_thes_huegelform";"None"
804;"Funktionen";"SELECT * FROM shkr.v_thes_grabkonstr";"v_thes_grabkonstr";"None"
805;"Funktionen";"SELECT * FROM shkr.v_thes_grabhoehe";"v_thes_grabhoehe";"None"
806;"Funktionen";"SELECT * FROM shkr.v_thes_leichenbeh";"v_thes_leichenbeh";"None"
807;"Funktionen";"SELECT * FROM shkr.v_thes_phase";"v_thes_phase";"None"
808;"Funktionen";"SELECT * FROM shkr.v_thes_geschl";"v_thes_geschl";"None"
809;"Funktionen";"SELECT * FROM shkr.v_thes_alter";"v_thes_alter";"None"
810;"Funktionen";"SELECT * FROM shkr.v_thes_ritus";"v_thes_ritus";"None"
811;"Funktionen";"SELECT * FROM shkr.v_thes_lageh";"v_thes_lageh";"None"
812;"Funktionen";"SELECT * FROM shkr.v_thes_datkorr";"v_thes_datkorr";"None"
813;"Funktionen";"SELECT * FROM shkr.v_thes_export";"v_thes_export";"None"
814;"Funktionen";"SELECT * FROM shkr.v_thes_filter_b";"v_thes_filter_b";"None"
815;"Funktionen";"SELECT * FROM shkr.v_thes_filter_a";"v_thes_filter_a";"None"
816;"Funktionen";"SELECT * FROM shkr.v_shkr.thes_sdd";"v_shkr.thes_sdd";"None"
817;"Funktionen";"SELECT * FROM shkr.v_thes_funktionen";"v_thes_funktionen";"None"
818;"Funktionen";"SELECT * FROM shkr.v_thes_dattyp";"v_thes_dattyp";"None"
